total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,post_code,region,debt_loan_ratio,app_type,isDefault
9818.181818,3,11.14,393.67,B,普通企业,信息传输、软件和信息技术服务业,10+ years,1,4,141,13,29.5,0,0
33090.90909,5,15.939,658.65,C,政府机构,建筑业,10+ years,0,0,285,14,26.01818182,0,0
4500.0,3,10.47,178.69,B,世界五百强,金融业,< 1 year,0,0,507,19,6.77,0,0
41363.63636,5,12.69,790.82,C,幼教与中小学校,文化和体育业,4 years,2,4,129,30,17.77272727,0,1
5727.272727,3,9.819,228.88,B,政府机构,建筑业,10+ years,1,0,230,2,13.44,0,0
5909.090909,3,12.001,163.49,B,普通企业,信息传输、软件和信息技术服务业,3 years,0,0,104,23,6.169090909,0,1
10636.36364,3,9.441,422.48,B,政府机构,建筑业,10+ years,0,2,536,23,6.905454545,0,0
9090.909091,3,9.17,318.79,B,普通企业,文化和体育业,10+ years,1,4,171,8,8.018181818,0,0
11227.27273,3,6.864,290.05,A,普通企业,信息传输、软件和信息技术服务业,9 years,0,0,618,46,7.372727273,0,0
8509.090909,3,4.788,216.83,A,普通企业,文化和体育业,10+ years,1,5,185,3,14.18181818,0,0
5909.090909,3,12.001,163.49,B,普通企业,房地产业,6 years,0,2,253,21,13.00363636,0,1
26181.81818,5,15.05,571.59,C,世界五百强,金融业,10+ years,2,4,29,19,23.01545455,0,0
17727.27273,5,30.041,460.82,G,幼教与中小学校,信息传输、软件和信息技术服务业,8 years,0,0,156,18,16.75636364,0,0
9090.909091,5,13.99,232.64,C,政府机构,电力、热力生产供应业,6 years,0,0,120,21,23.37545455,0,0
16363.63636,3,11.49,659.43,B,幼教与中小学校,采矿业,2 years,2,4,32,21,7.385454545,0,1
10045.45455,3,16.99,303.01,D,普通企业,金融业,10+ years,2,0,476,5,21.72,0,0
16363.63636,5,12.096,459.58,C,普通企业,信息传输、软件和信息技术服务业,9 years,0,4,167,8,16.64,0,0
5909.090909,3,9.44,160.03,B,上市企业,金融业,10+ years,2,4,134,8,11.96181818,0,0
4727.272727,3,8.991,129.05,B,普通企业,金融业,10+ years,1,2,51,13,19.99636364,0,0
26181.81818,5,22.429,641.08,D,幼教与中小学校,国际组织,3 years,0,0,184,26,13.50909091,0,1
7772.727273,3,9.17,302.85,B,幼教与中小学校,电力、热力生产供应业,8 years,1,0,160,4,18.16,0,1
38181.81818,5,20.99,946.68,E,普通企业,公共服务、社会组织,10+ years,0,0,196,14,18.75272727,0,0
17490.90909,3,4.788,445.7,A,世界五百强,建筑业,,0,4,146,23,12.05,0,0
21600.0,5,15.102,652.99,C,普通企业,批发和零售业,10+ years,0,0,173,32,16.14272727,0,0
20018.18182,5,18.99,475.91,E,普通企业,公共服务、社会组织,1 year,2,2,290,18,3.019090909,0,0
6000.0,3,10.332,197.8,B,政府机构,电力、热力生产供应业,2 years,0,4,112,23,14.92727273,0,1
1181.818182,3,24.5,39.5,F,普通企业,电力、热力生产供应业,2 years,1,10,123,12,21.78181818,0,0
10636.36364,3,8.24,306.62,B,政府机构,金融业,10+ years,2,0,764,47,14.45,0,0
10909.09091,3,11.44,329.48,B,普通企业,公共服务、社会组织,10+ years,0,2,54,28,7.633636364,0,1
20509.09091,3,7.11,588.26,A,普通企业,公共服务、社会组织,10+ years,2,0,160,4,5.716363636,0,0
8000.0,3,6.363,247.28,A,普通企业,公共服务、社会组织,,1,0,622,7,6.94,0,1
27625.0,5,26.521,673.95,F,普通企业,住宿和餐饮业,2 years,0,0,5,4,9.572727273,0,0
28363.63636,3,8.69,750.97,A,普通企业,国际组织,10+ years,0,0,306,26,22.82181818,0,0
11345.45455,3,12.99,323.42,C,普通企业,公共服务、社会组织,10+ years,0,2,428,9,18.22909091,0,0
4400.0,3,17.171,153.85,D,世界五百强,金融业,,0,0,556,10,24.19090909,0,0
8727.272727,3,11.421,268.36,C,普通企业,金融业,10+ years,1,0,111,8,20.82545455,0,0
11818.18182,3,8.091,317.96,B,高等教育机构,电力、热力生产供应业,9 years,0,4,464,37,15.39818182,0,0
12272.72727,3,10.341,494.57,B,上市企业,建筑业,10+ years,0,4,78,19,17.52727273,0,0
17018.18182,5,20.394,400.74,E,普通企业,信息传输、软件和信息技术服务业,10+ years,1,0,362,35,18.9,0,1
18909.09091,3,7.62,498.59,A,普通企业,金融业,10+ years,0,0,559,17,17.56363636,0,0
8120.454545,3,10.99,324.89,B,政府机构,建筑业,,0,4,29,19,19.05545455,0,0
5727.272727,3,11.583,235.44,C,高等教育机构,批发和零售业,< 1 year,0,5,108,21,19.73454545,0,0
13177.27273,3,14.049,389.86,D,普通企业,公共服务、社会组织,10+ years,1,0,176,3,22.16363636,0,0
9454.545455,3,15.61,279.72,D,政府机构,文化和体育业,2 years,0,4,682,2,43.14545455,0,0
29900.0,5,20.466,709.45,E,普通企业,金融业,3 years,1,0,166,8,21.56363636,0,0
8181.818182,5,10.251,219.38,B,上市企业,交通运输、仓储和邮政业,2 years,0,0,139,8,8.4,0,0
2000.0,3,14.971,67.98,C,普通企业,国际组织,10+ years,1,0,0,0,8.32,0,0
22454.54545,5,17.86,481.03,D,政府机构,金融业,2 years,1,0,51,13,11.93,0,0
9818.181818,3,11.396,389.24,B,上市企业,公共服务、社会组织,2 years,1,0,777,8,14.44,0,0
8181.818182,3,7.39,310.56,A,普通企业,农、林、牧、渔业,3 years,1,4,703,8,26.71,0,1
19636.36364,3,9.229,756.4,A,上市企业,信息传输、软件和信息技术服务业,10+ years,0,0,514,13,15.08181818,0,0
8181.818182,3,15.291,356.48,D,普通企业,交通运输、仓储和邮政业,7 years,1,6,255,9,13.00909091,0,1
4581.818182,3,18.205,198.41,D,普通企业,电力、热力生产供应业,8 years,1,0,124,13,17.19,0,0
14890.90909,5,11.165,268.65,B,上市企业,电力、热力生产供应业,7 years,0,0,95,13,16.75,0,0
26181.81818,5,16.641,615.86,E,政府机构,金融业,10+ years,1,0,111,8,36.39272727,0,1
13090.90909,3,10.681,514.1,B,上市企业,建筑业,8 years,0,0,113,22,15.81818182,0,0
22690.90909,3,11.49,633.05,B,幼教与中小学校,建筑业,1 year,1,0,32,21,15.58,0,0
19500.0,3,5.616,503.76,A,普通企业,采矿业,2 years,1,0,188,23,14.98181818,0,0
32727.27273,3,19.03,1100.14,D,普通企业,信息传输、软件和信息技术服务业,1 year,1,4,225,18,5.530909091,0,1
28363.63636,5,11.511,543.5,C,普通企业,电力、热力生产供应业,< 1 year,1,1,185,3,18.88363636,0,1
5909.090909,3,7.89,156.43,A,政府机构,建筑业,10+ years,0,2,512,21,23.0,0,0
5454.545455,3,10.341,197.83,B,政府机构,信息传输、软件和信息技术服务业,3 years,1,0,492,36,31.84363636,0,0
29545.45455,3,4.788,752.87,A,高等教育机构,金融业,10+ years,1,0,459,8,22.54545455,0,0
10909.09091,5,16.074,303.81,D,普通企业,电力、热力生产供应业,4 years,0,0,792,13,35.4,0,1
21600.0,3,15.99,759.29,C,普通企业,金融业,1 year,1,0,34,18,26.33454545,0,0
24545.45455,3,16.841,1044.52,C,普通企业,批发和零售业,5 years,1,0,876,38,26.48181818,0,1
5454.545455,3,11.825,195.73,B,幼教与中小学校,住宿和餐饮业,8 years,1,5,99,8,20.51,0,0
9225.0,3,11.44,303.95,B,普通企业,公共服务、社会组织,4 years,2,4,449,43,9.872727273,0,0
12354.54545,3,17.77,408.13,D,普通企业,电力、热力生产供应业,6 years,1,0,194,38,27.23636364,0,0
41363.63636,3,18.997,1252.56,D,政府机构,农、林、牧、渔业,10+ years,0,0,182,8,7.481818182,0,0
18490.90909,3,10.16,548.21,B,政府机构,电力、热力生产供应业,10+ years,0,0,131,6,15.69272727,0,0
7356.818182,3,17.171,217.66,D,普通企业,金融业,,2,0,520,24,24.82363636,0,0
4090.909091,3,8.496,144.03,B,上市企业,电力、热力生产供应业,3 years,1,0,222,12,10.72636364,0,0
10636.36364,3,8.49,284.07,A,普通企业,建筑业,< 1 year,1,0,41,25,27.36,0,0
5454.545455,3,22.2,191.47,E,上市企业,电力、热力生产供应业,4 years,1,12,277,8,17.85272727,0,0
25438.63636,3,19.327,773.55,D,普通企业,公共服务、社会组织,6 years,1,0,255,9,7.409090909,0,0
17181.81818,5,10.99,456.49,B,政府机构,公共服务、社会组织,10+ years,2,4,197,4,18.51,0,1
2454.545455,3,12.12,99.82,B,普通企业,国际组织,,2,4,681,10,13.00909091,0,1
5613.636364,3,19.53,180.67,E,政府机构,建筑业,10+ years,0,5,98,19,25.42,0,1
25000.0,3,7.26,774.91,A,上市企业,公共服务、社会组织,8 years,0,4,11,5,15.68727273,0,0
10909.09091,3,10.251,329.24,B,普通企业,住宿和餐饮业,8 years,1,2,277,8,11.2,0,1
9000.0,3,13.67,374.2,C,幼教与中小学校,住宿和餐饮业,10+ years,0,0,261,8,22.09,0,0
30522.72727,5,26.95,975.66,F,政府机构,交通运输、仓储和邮政业,6 years,0,0,98,19,14.60909091,0,0
4090.909091,3,7.89,156.43,A,政府机构,国际组织,< 1 year,0,3,237,32,10.18909091,0,0
31818.18182,5,10.791,778.38,B,高等教育机构,农、林、牧、渔业,10+ years,0,4,107,30,6.850909091,0,0
14545.45455,3,14.65,551.91,C,普通企业,电力、热力生产供应业,4 years,1,0,235,8,12.32181818,0,1
18938.63636,3,27.489,637.07,E,幼教与中小学校,公共服务、社会组织,10+ years,1,0,8,6,26.43,0,1
5454.545455,3,13.11,202.49,B,上市企业,公共服务、社会组织,10+ years,0,2,710,45,31.62545455,0,1
27272.72727,3,13.959,1006.35,C,政府机构,电力、热力生产供应业,10+ years,1,0,459,8,20.35636364,0,0
15709.09091,3,8.39,453.84,B,普通企业,住宿和餐饮业,10+ years,1,0,99,8,11.52,0,0
11906.81818,3,13.332,335.22,B,政府机构,房地产业,10+ years,2,4,284,13,31.95272727,0,0
5454.545455,3,10.503,198.35,B,世界五百强,信息传输、软件和信息技术服务业,,0,2,56,8,9.2,0,0
1590.909091,3,12.837,57.85,B,幼教与中小学校,金融业,,2,0,320,13,3.657272727,0,0
20454.54545,5,20.075,638.25,E,幼教与中小学校,采矿业,10+ years,0,0,19,14,26.48181818,0,0
15454.54545,5,11.691,386.72,C,普通企业,住宿和餐饮业,10+ years,0,5,438,9,30.07636364,0,0
27000.0,3,10.49,1072.43,B,上市企业,金融业,10+ years,0,0,4,3,16.68,0,0
12272.72727,3,13.189,498.15,C,普通企业,电力、热力生产供应业,10+ years,0,0,129,30,14.19,0,1
33090.90909,5,7.89,566.27,A,政府机构,电力、热力生产供应业,10+ years,0,0,324,10,10.48909091,0,0
7000.0,3,8.703,224.79,B,政府机构,国际组织,10+ years,1,4,109,21,12.23,0,0
35000.0,5,26.213,1003.43,F,政府机构,采矿业,4 years,1,4,321,1,18.85909091,0,1
24545.45455,5,9.675,648.54,B,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,152,14,28.42,0,0
12272.72727,3,7.11,422.42,A,普通企业,文化和体育业,2 years,0,0,342,21,24.38,0,0
38181.81818,3,12.69,1174.07,C,幼教与中小学校,房地产业,1 year,0,0,72,10,25.76,0,0
12272.72727,3,13.739,501.74,B,普通企业,金融业,6 years,1,0,204,24,14.58545455,0,0
16000.0,3,26.389,627.65,E,政府机构,国际组织,2 years,1,0,140,8,29.39090909,0,0
28636.36364,3,11.99,1162.34,B,政府机构,金融业,10+ years,1,0,54,28,13.96363636,0,1
15454.54545,3,11.67,561.97,B,政府机构,电力、热力生产供应业,7 years,2,3,13,10,8.138181818,0,0
18327.27273,5,11.466,380.02,C,幼教与中小学校,金融业,8 years,1,4,53,19,10.58727273,0,0
18000.0,3,9.135,582.08,B,上市企业,制造业,< 1 year,1,4,484,21,9.85,0,0
10909.09091,3,12.29,333.53,C,普通企业,农、林、牧、渔业,2 years,1,0,660,23,16.17818182,0,0
10909.09091,3,15.49,418.87,C,世界五百强,农、林、牧、渔业,,1,1,109,21,18.51545455,0,0
11818.18182,5,19.062,271.55,E,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,2,0,235,8,16.01181818,0,0
14181.81818,3,6.651,372.67,A,政府机构,制造业,1 year,0,4,19,14,9.613636364,0,0
7636.363636,3,11.39,230.47,B,高等教育机构,住宿和餐饮业,4 years,0,2,689,2,13.69090909,0,0
22727.27273,3,18.205,885.73,D,政府机构,建筑业,10+ years,1,0,92,18,27.24,0,0
19636.36364,3,9.889,763.09,B,普通企业,金融业,3 years,0,2,171,8,9.204545455,0,1
16363.63636,3,9.064,566.05,B,高等教育机构,公共服务、社会组织,9 years,0,0,587,42,12.26363636,0,0
9090.909091,3,9.79,317.54,A,世界五百强,金融业,4 years,1,0,324,10,7.745454545,0,0
27272.72727,5,8.253,521.03,B,上市企业,电力、热力生产供应业,,0,4,56,8,14.85818182,0,0
10909.09091,3,9.441,389.98,B,上市企业,交通运输、仓储和邮政业,3 years,0,0,214,41,19.97272727,0,0
7545.454545,3,13.519,276.83,C,政府机构,采矿业,10+ years,0,0,171,8,16.74818182,0,0
19636.36364,3,9.79,571.56,A,世界五百强,建筑业,10+ years,0,4,387,19,12.1,0,0
25000.0,3,15.291,891.2,D,普通企业,建筑业,8 years,0,0,185,3,13.39,0,0
23400.0,3,11.47,652.65,B,幼教与中小学校,交通运输、仓储和邮政业,2 years,0,0,19,14,17.47636364,0,0
6363.636364,3,6.615,217.27,A,普通企业,国际组织,10+ years,0,0,45,21,32.3,0,0
16545.45455,3,12.582,478.36,C,普通企业,信息传输、软件和信息技术服务业,2 years,1,9,469,27,35.54181818,0,1
1090.909091,3,10.341,32.98,B,普通企业,交通运输、仓储和邮政业,,1,5,439,0,11.45454545,0,0
3636.363636,3,13.67,136.08,D,普通企业,电力、热力生产供应业,2 years,1,8,253,21,12.72727273,0,1
13090.90909,3,10.41,389.53,B,高等教育机构,建筑业,2 years,1,4,215,8,24.56363636,0,0
21818.18182,5,20.075,510.6,E,普通企业,信息传输、软件和信息技术服务业,10+ years,0,0,138,0,31.15454545,0,1
18000.0,3,15.499,615.99,B,普通企业,住宿和餐饮业,10+ years,0,0,274,8,10.01818182,0,0
4000.0,3,11.997,135.42,C,政府机构,电力、热力生产供应业,10+ years,0,2,441,9,30.31,0,0
4909.090909,3,16.841,208.91,C,普通企业,住宿和餐饮业,,1,4,196,14,12.32,0,0
17727.27273,3,13.189,498.15,B,普通企业,采矿业,< 1 year,1,0,351,3,15.90545455,0,0
2540.909091,3,17.091,78.8,D,普通企业,制造业,10+ years,0,0,275,8,31.36363636,0,0
3000.0,3,15.763,103.02,C,政府机构,制造业,4 years,1,0,29,19,29.83,0,0
22909.09091,5,15.026,581.93,C,普通企业,文化和体育业,10+ years,1,0,495,14,26.93454545,0,1
26727.27273,3,9.79,933.55,A,普通企业,住宿和餐饮业,10+ years,1,0,275,8,19.89818182,0,0
2954.545455,3,10.087,79.7,B,上市企业,电力、热力生产供应业,10+ years,0,0,145,8,29.35,0,0
13636.36364,5,20.064,382.87,D,普通企业,公共服务、社会组织,10+ years,0,0,33,22,12.55909091,0,1
28363.63636,3,10.736,771.72,B,政府机构,农、林、牧、渔业,< 1 year,1,0,134,8,12.80909091,0,0
8863.636364,3,8.18,235.65,B,世界五百强,金融业,1 year,1,4,277,8,21.81818182,0,0
8590.909091,3,12.582,322.89,C,政府机构,公共服务、社会组织,< 1 year,1,4,275,8,25.1,0,0
9454.545455,3,6.741,248.82,A,普通企业,电力、热力生产供应业,,2,7,31,2,13.52727273,0,0
6000.0,3,8.679,187.72,A,政府机构,农、林、牧、渔业,10+ years,1,0,253,21,12.43636364,0,0
6545.454545,3,14.3,274.59,C,政府机构,交通运输、仓储和邮政业,,0,0,505,10,22.3,0,1
13438.63636,5,25.83,490.13,G,普通企业,金融业,9 years,0,0,170,23,25.51818182,0,1
28000.0,3,16.489,970.5,C,幼教与中小学校,采矿业,1 year,1,4,204,24,37.46181818,0,0
11345.45455,3,8.253,306.04,B,幼教与中小学校,金融业,3 years,0,0,2,2,11.84727273,0,0
8509.090909,3,14.049,272.73,D,高等教育机构,房地产业,,0,0,680,16,15.66545455,0,0
6363.636364,3,14.663,236.98,C,上市企业,交通运输、仓储和邮政业,6 years,0,0,314,0,36.21818182,0,0
10909.09091,5,15.99,243.13,C,政府机构,金融业,2 years,1,0,808,4,15.81818182,0,0
16404.54545,3,10.175,639.93,A,普通企业,建筑业,10+ years,0,0,597,11,25.83272727,0,0
13636.36364,3,8.18,471.3,B,幼教与中小学校,住宿和餐饮业,6 years,1,0,115,8,7.486363636,0,0
10909.09091,3,6.201,308.27,A,普通企业,公共服务、社会组织,3 years,1,4,102,26,18.00818182,0,0
3636.363636,3,14.289,134.76,C,普通企业,住宿和餐饮业,10+ years,0,5,751,16,2.28,0,1
23636.36364,3,12.99,673.79,C,普通企业,房地产业,10+ years,2,5,342,21,10.04545455,0,0
6000.0,3,10.296,181.22,B,普通企业,批发和零售业,,0,4,95,13,12.06545455,0,0
9409.090909,3,10.791,381.91,C,上市企业,制造业,4 years,1,0,134,8,14.84727273,0,0
9000.0,3,11.39,296.32,B,政府机构,建筑业,5 years,0,0,134,8,18.55,0,0
5643.181818,3,14.049,166.96,D,普通企业,金融业,10+ years,0,1,260,21,29.35636364,0,0
8481.818182,3,15.813,279.42,D,普通企业,交通运输、仓储和邮政业,6 years,1,6,92,18,15.66363636,0,0
21272.72727,5,15.58,433.72,D,政府机构,制造业,10+ years,2,0,240,21,17.60727273,0,1
5000.0,3,15.037,170.09,C,政府机构,房地产业,1 year,1,0,99,8,3.141818182,0,0
14850.0,5,19.19,386.78,E,高等教育机构,电力、热力生产供应业,9 years,1,0,709,27,18.61818182,0,1
20000.0,3,10.791,664.2,C,幼教与中小学校,批发和零售业,10+ years,1,4,193,13,18.12,0,1
6136.363636,3,13.11,253.11,B,普通企业,住宿和餐饮业,9 years,1,5,31,2,4.352727273,0,0
5909.090909,3,8.01,158.77,A,幼教与中小学校,建筑业,3 years,1,4,19,14,12.24,0,0
13409.09091,3,15.291,525.81,D,高等教育机构,公共服务、社会组织,2 years,0,4,432,10,25.38545455,0,0
23636.36364,3,16.49,707.99,D,政府机构,文化和体育业,10+ years,0,0,97,12,21.07636364,0,1
10227.27273,5,16.489,297.31,C,普通企业,公共服务、社会组织,1 year,0,0,358,21,12.32,0,1
18386.36364,5,14.661,494.96,C,政府机构,金融业,10+ years,2,4,517,14,27.84,0,1
27838.63636,5,12.62,767.58,C,普通企业,信息传输、软件和信息技术服务业,6 years,2,0,305,15,16.11818182,0,1
6618.181818,3,16.965,204.85,D,上市企业,公共服务、社会组织,4 years,0,3,253,21,20.69,0,0
24000.0,5,8.091,498.09,B,普通企业,采矿业,2 years,0,0,390,13,7.07,0,0
20000.0,3,6.72,614.99,A,幼教与中小学校,住宿和餐饮业,,0,0,89,3,22.14545455,0,0
15272.72727,3,10.087,446.31,B,普通企业,电力、热力生产供应业,10+ years,1,4,489,30,5.5,0,0
12000.0,3,8.382,373.94,A,幼教与中小学校,住宿和餐饮业,10+ years,0,4,2,2,14.92727273,0,0
3200.0,3,14.49,110.14,C,普通企业,住宿和餐饮业,2 years,1,5,855,40,23.49,0,0
909.0909091,3,15.05,34.69,C,普通企业,文化和体育业,5 years,0,5,405,2,20.71636364,0,0
18204.54545,5,16.29,544.52,C,普通企业,电力、热力生产供应业,4 years,1,4,111,8,26.72727273,0,0
10472.72727,3,7.62,398.87,A,普通企业,文化和体育业,10+ years,1,4,9,7,23.64,0,0
33600.0,5,18.99,798.8,E,普通企业,电力、热力生产供应业,8 years,0,0,19,14,27.02181818,0,0
31818.18182,3,16.425,1269.73,D,普通企业,电力、热力生产供应业,10+ years,2,5,389,8,5.1,0,0
4909.090909,3,12.837,198.35,B,世界五百强,金融业,10+ years,1,0,108,21,25.08,0,0
28000.0,3,18.689,998.14,D,普通企业,住宿和餐饮业,4 years,0,0,477,7,17.25,0,0
14181.81818,3,15.037,408.22,B,政府机构,信息传输、软件和信息技术服务业,10+ years,1,0,194,38,19.04,0,0
10472.72727,3,8.18,301.63,B,政府机构,采矿业,5 years,0,0,232,13,29.25454545,0,0
10000.0,3,13.189,332.1,C,高等教育机构,住宿和餐饮业,1 year,1,0,480,8,9.8,0,0
11781.81818,3,13.189,478.22,B,普通企业,电力、热力生产供应业,2 years,0,4,19,14,13.24363636,0,0
41363.63636,5,20.99,946.68,E,普通企业,房地产业,,0,0,474,14,26.77,0,1
4909.090909,3,15.61,209.79,C,高等教育机构,电力、热力生产供应业,5 years,0,7,32,21,24.25090909,0,0
8727.272727,3,11.99,265.68,B,政府机构,金融业,,1,0,190,17,20.30909091,0,0
6145.454545,3,15.22,180.83,C,普通企业,电力、热力生产供应业,5 years,1,3,230,2,11.80636364,0,0
7090.909091,3,9.891,196.41,B,普通企业,农、林、牧、渔业,10+ years,0,0,189,9,17.90909091,0,0
21302.27273,3,27.711,773.01,G,普通企业,公共服务、社会组织,10+ years,0,0,145,8,18.81,0,0
11200.0,3,14.616,395.09,C,普通企业,信息传输、软件和信息技术服务业,1 year,1,5,196,14,28.71818182,0,1
18909.09091,3,18.25,580.45,D,普通企业,住宿和餐饮业,1 year,0,4,116,14,8.901818182,0,0
26000.0,3,10.989,709.78,B,普通企业,交通运输、仓储和邮政业,< 1 year,0,0,310,24,33.90545455,0,0
3054.545455,3,6.858,87.26,A,普通企业,公共服务、社会组织,,1,8,479,8,21.34909091,0,0
